,team,year,player,page,pos,height,weight,birth_date,years_experience
7,DAL,2020,Luka Dončić,/players/d/doncilu01.html,PG,6-7,230,"February 28, 1999",1
8,DAL,2020,Dorian Finney-Smith,/players/f/finnedo01.html,PF,6-7,220,"May 4, 1993",3
9,DAL,2020,Tim Hardaway Jr.,/players/h/hardati02.html,SG,6-5,205,"March 16, 1992",6
10,DAL,2020,Justin Jackson,/players/j/jacksju01.html,PF,6-8,220,"March 28, 1995",2
11,DAL,2020,Michael Kidd-Gilchrist,/players/k/kiddgmi01.html,PF,6-6,232,"September 26, 1993",7
12,DAL,2020,Maxi Kleber,/players/k/klebima01.html,PF,6-10,240,"January 29, 1992",2
13,DAL,2020,Courtney Lee,/players/l/leeco01.html,SG,6-5,215,"October 3, 1985",11
14,DAL,2020,Boban Marjanović,/players/m/marjabo01.html,C,7-3,290,"August 15, 1988",4
15,DAL,2020,Kristaps Porziņģis,/players/p/porzikr01.html,C,7-3,240,"August 2, 1995",3
16,DAL,2020,Dwight Powell,/players/p/poweldw01.html,C,6-10,240,"July 20, 1991",5
17,DAL,2020,Josh Reaves,/players/r/reavejo02.html,SF,6-4,214,"June 4, 1997",R
18,DAL,2020,Delon Wright,/players/w/wrighde01.html,PG,6-5,185,"April 26, 1992",4
0,DEN,2020,Will Barton,/players/b/bartowi01.html,SF,6-6,181,"January 6, 1991",7
1,DEN,2020,Keita Bates-Diop,/players/b/bateske01.html,SF,6-8,229,"January 23, 1996",1
2,DEN,2020,Malik Beasley,/players/b/beaslma01.html,SG,6-4,187,"November 26, 1996",3
3,DEN,2020,Bol Bol,/players/b/bolbo01.html,PF,7-2,220,"November 16, 1999",R
4,DEN,2020,Vlatko Čančar,/players/c/cancavl01.html,PF,6-8,236,"April 10, 1997",R
5,DEN,2020,Tyler Cook,/players/c/cookty01.html,SF,6-8,255,"September 23, 1997",R
6,DEN,2020,Torrey Craig,/players/c/craigto01.html,SF,6-7,221,"December 19, 1990",2
7,DEN,2020,Troy Daniels,/players/d/danietr01.html,SG,6-4,200,"July 15, 1991",6
8,DEN,2020,PJ Dozier,/players/d/doziepj01.html,SG,6-6,205,"October 25, 1996",2
9,DEN,2020,Jerami Grant,/players/g/grantje01.html,PF,6-8,210,"March 12, 1994",5
10,DEN,2020,Gary Harris,/players/h/harriga01.html,SG,6-4,210,"September 14, 1994",5
11,DEN,2020,Juancho Hernangómez,/players/h/hernaju01.html,PF,6-9,214,"September 28, 1995",3
12,DEN,2020,Nikola Jokić,/players/j/jokicni01.html,C,6-11,284,"February 19, 1995",4
13,DEN,2020,Jordan McRae,/players/m/mcraejo01.html,SG,6-5,179,"March 28, 1991",3
14,DEN,2020,Paul Millsap,/players/m/millspa01.html,PF,6-7,257,"February 10, 1985",13
15,DEN,2020,Monte Morris,/players/m/morrimo01.html,PG,6-2,183,"June 27, 1995",2
16,DEN,2020,Jamal Murray,/players/m/murraja01.html,PG,6-4,215,"February 23, 1997",3
17,DEN,2020,Mason Plumlee,/players/p/plumlma01.html,C,6-11,254,"March 5, 1990",6
18,DEN,2020,Michael Porter Jr.,/players/p/portemi01.html,SF,6-10,218,"June 29, 1998",R
19,DEN,2020,Jarred Vanderbilt,/players/v/vandeja01.html,PF,6-9,214,"April 3, 1999",1
20,DEN,2020,Noah Vonleh,/players/v/vonleno01.html,C,6-10,257,"August 24, 1995",5
0,DET,2020,Jordan Bone,/players/b/bonejo01.html,PG,6-2,180,"November 5, 1997",R
1,DET,2020,Bruce Brown,/players/b/brownbr01.html,PG,6-4,202,"August 15, 1996",1
2,DET,2020,Sekou Doumbouya,/players/d/doumbse01.html,PF,6-8,230,"December 23, 2000",R
3,DET,2020,Andre Drummond,/players/d/drumman01.html,C,6-10,279,"August 10, 1993",7
4,DET,2020,Tim Frazier,/players/f/fraziti01.html,PG,6-0,170,"November 1, 1990",5
5,DET,2020,Langston Galloway,/players/g/gallola01.html,SG,6-1,200,"December 9, 1991",5
6,DET,2020,Blake Griffin,/players/g/griffbl01.html,PF,6-9,250,"March 16, 1989",9
7,DET,2020,Donta Hall,/players/h/halldo01.html,PF,6-9,232,"August 7, 1997",R
8,DET,2020,John Henson,/players/h/hensojo01.html,C,6-9,219,"December 28, 1990",7
9,DET,2020,Reggie Jackson,/players/j/jacksre01.html,PG,6-2,208,"April 16, 1990",8
10,DET,2020,Luke Kennard,/players/k/kennalu01.html,SG,6-5,206,"June 24, 1996",2
11,DET,2020,Louis King,/players/k/kinglo02.html,SF,6-7,205,"April 6, 1999",R
12,DET,2020,Brandon Knight,/players/k/knighbr03.html,PG,6-2,182,"December 2, 1991",7
13,DET,2020,Thon Maker,/players/m/makerth01.html,C,7-0,221,"February 25, 1997",3
14,DET,2020,Jordan McRae,/players/m/mcraejo01.html,SG,6-5,179,"March 28, 1991",3
15,DET,2020,Markieff Morris,/players/m/morrima02.html,PF,6-9,245,"September 2, 1989",8
16,DET,2020,Svi Mykhailiuk,/players/m/mykhasv01.html,SF,6-7,205,"June 10, 1997",1
17,DET,2020,Derrick Rose,/players/r/rosede01.html,PG,6-3,200,"October 4, 1988",10
18,DET,2020,Tony Snell,/players/s/snellto01.html,SF,6-6,213,"November 10, 1991",6
19,DET,2020,Khyri Thomas,/players/t/thomakh01.html,SG,6-3,210,"May 8, 1996",1
20,DET,2020,Derrick Walton,/players/w/waltode01.html,PG,6-0,189,"April 3, 1995",1
21,DET,2020,Christian Wood,/players/w/woodch01.html,PF,6-10,214,"September 27, 1995",3
0,GSW,2020,Dragan Bender,/players/b/bendedr01.html,PF,7-0,225,"November 17, 1997",3
1,GSW,2020,Ky Bowman,/players/b/bowmaky01.html,PG,6-1,187,"June 16, 1997",R
2,GSW,2020,Alec Burks,/players/b/burksal01.html,SF,6-6,214,"July 20, 1991",8
3,GSW,2020,Willie Cauley-Stein,/players/c/caulewi01.html,C,7-0,240,"August 18, 1993",4
4,GSW,2020,Marquese Chriss,/players/c/chrisma01.html,PF,6-9,240,"July 2, 1997",3
5,GSW,2020,Stephen Curry,/players/c/curryst01.html,PG,6-2,185,"March 14, 1988",10
6,GSW,2020,Jacob Evans,/players/e/evansja02.html,SG,6-4,210,"June 18, 1997",1
7,GSW,2020,Draymond Green,/players/g/greendr01.html,PF,6-6,230,"March 4, 1990",7
8,GSW,2020,Damion Lee,/players/l/leeda03.html,SG,6-5,210,"October 21, 1992",2
9,GSW,2020,Kevon Looney,/players/l/looneke01.html,C,6-9,222,"February 6, 1996",4
10,GSW,2020,Mychal Mulder,/players/m/muldemy01.html,SF,6-3,184,"June 12, 1994",R
11,GSW,2020,Zach Norvell,/players/n/norveza01.html,SG,6-5,206,"December 9, 1997",R
12,GSW,2020,Jeremy Pargo,/players/p/pargoje01.html,PG,6-2,219,"March 17, 1986",2
13,GSW,2020,Eric Paschall,/players/p/pascher01.html,PF,6-6,255,"November 4, 1996",R
14,GSW,2020,Jordan Poole,/players/p/poolejo01.html,SG,6-4,194,"June 19, 1999",R
15,GSW,2020,Chasson Randle,/players/r/randlch01.html,PG,6-2,185,"February 5, 1993",2
16,GSW,2020,Glenn Robinson III,/players/r/robingl02.html,SF,6-6,222,"January 8, 1994",5
17,GSW,2020,D'Angelo Russell,/players/r/russeda01.html,PG,6-4,193,"February 23, 1996",4
18,GSW,2020,Alen Smailagić,/players/s/smailal01.html,C,6-10,215,"August 18, 2000",R
19,GSW,2020,Omari Spellman,/players/s/spellom01.html,C,6-8,245,"July 21, 1997",1
20,GSW,2020,Juan Toscano-Anderson,/players/t/toscaju01.html,SG,6-6,209,"April 10, 1993",R
21,GSW,2020,Andrew Wiggins,/players/w/wiggian01.html,SF,6-7,197,"February 23, 1995",5
0,HOU,2020,Ryan Anderson,/players/a/anderry01.html,C,6-9,240,"May 6, 1988",11
1,HOU,2020,Bruno Caboclo,/players/c/cabocbr01.html,C,6-9,218,"September 21, 1995",5
2,HOU,2020,Clint Capela,/players/c/capelca01.html,C,6-10,240,"May 18, 1994",5
3,HOU,2020,DeMarre Carroll,/players/c/carrode01.html,C,6-6,215,"July 27, 1986",10
4,HOU,2020,Tyson Chandler,/players/c/chandty01.html,C,7-0,235,"October 2, 1982",18
5,HOU,2020,Gary Clark,/players/c/clarkga01.html,PF,6-6,225,"November 16, 1994",1
6,HOU,2020,Chris Clemons,/players/c/clemoch01.html,SG,5-9,180,"July 23, 1997",R
7,HOU,2020,Robert Covington,/players/c/covinro01.html,C,6-7,209,"December 14, 1990",6
8,HOU,2020,Michael Frazier,/players/f/frazimi01.html,SG,6-3,200,"March 8, 1994",R
9,HOU,2020,Eric Gordon,/players/g/gordoer01.html,SF,6-3,215,"December 25, 1988",11
10,HOU,2020,Jeff Green,/players/g/greenje02.html,C,6-8,235,"August 28, 1986",11
11,HOU,2020,James Harden,/players/h/hardeja01.html,SG,6-5,220,"August 26, 1989",10
12,HOU,2020,Isaiah Hartenstein,/players/h/harteis01.html,C,7-0,250,"May 5, 1998",1
13,HOU,2020,Danuel House Jr.,/players/h/houseda01.html,SF,6-6,220,"June 7, 1993",3
14,HOU,2020,William Howard,/players/h/howarwi01.html,PF,6-8,207,"October 25, 1993",R
15,HOU,2020,Luc Mbah a Moute,/players/m/mbahalu01.html,PF,6-8,230,"September 9, 1986",11
16,HOU,2020,Ben McLemore,/players/m/mclembe01.html,SF,6-3,195,"February 11, 1993",6
17,HOU,2020,Austin Rivers,/players/r/riverau01.html,SG,6-4,200,"August 1, 1992",7
18,HOU,2020,Thabo Sefolosha,/players/s/sefolth01.html,PF,6-6,215,"May 2, 1984",13
19,HOU,2020,P.J. Tucker,/players/t/tuckepj01.html,PF,6-5,245,"May 5, 1985",8
20,HOU,2020,Russell Westbrook,/players/w/westbru01.html,PG,6-3,200,"November 12, 1988",11
0,IND,2020,Goga Bitadze,/players/b/bitadgo01.html,C,6-11,250,"July 20, 1999",R
1,IND,2020,Brian Bowen,/players/b/bowenbr02.html,SF,6-6,190,"October 2, 1998",R
2,IND,2020,Malcolm Brogdon,/players/b/brogdma01.html,PG,6-5,229,"December 11, 1992",3
3,IND,2020,Aaron Holiday,/players/h/holidaa01.html,PG,6-0,185,"September 30, 1996",1
4,IND,2020,Justin Holiday,/players/h/holidju01.html,SF,6-6,180,"April 5, 1989",6
5,IND,2020,Alize Johnson,/players/j/johnsal02.html,PF,6-7,212,"April 22, 1996",1
6,IND,2020,Jeremy Lamb,/players/l/lambje01.html,SG,6-5,180,"May 30, 1992",7
7,IND,2020,T.J. Leaf,/players/l/leaftj01.html,PF,6-10,222,"April 30, 1997",2
8,IND,2020,T.J. McConnell,/players/m/mccontj01.html,PG,6-1,190,"March 25, 1992",4
9,IND,2020,Doug McDermott,/players/m/mcderdo01.html,PF,6-7,225,"January 3, 1992",5
10,IND,2020,Naz Mitrou-Long,/players/m/mitrona01.html,SG,6-3,218,"August 3, 1993",2
11,IND,2020,Victor Oladipo,/players/o/oladivi01.html,SG,6-4,213,"May 4, 1992",6
12,IND,2020,Domantas Sabonis,/players/s/sabondo01.html,PF,6-11,240,"May 3, 1996",3
13,IND,2020,JaKarr Sampson,/players/s/sampsja02.html,PF,6-7,214,"March 20, 1993",4
14,IND,2020,Edmond Sumner,/players/s/sumneed01.html,SG,6-4,196,"December 31, 1995",2
15,IND,2020,Myles Turner,/players/t/turnemy01.html,C,6-11,250,"March 24, 1996",4
16,IND,2020,T.J. Warren,/players/w/warretj01.html,SF,6-8,220,"September 5, 1993",5
0,LAC,2020,Patrick Beverley,/players/b/beverpa01.html,PG,6-1,180,"July 12, 1988",7
1,LAC,2020,Amir Coffey,/players/c/coffeam01.html,SG,6-7,210,"June 17, 1997",R
2,LAC,2020,Paul George,/players/g/georgpa01.html,SF,6-8,220,"May 2, 1990",9
3,LAC,2020,JaMychal Green,/players/g/greenja01.html,PF,6-8,227,"June 21, 1990",5
4,LAC,2020,Maurice Harkless,/players/h/harklma01.html,PF,6-7,220,"May 11, 1993",7
5,LAC,2020,Montrezl Harrell,/players/h/harremo01.html,C,6-7,240,"January 26, 1994",4
6,LAC,2020,Reggie Jackson,/players/j/jacksre01.html,PG,6-2,208,"April 16, 1990",8
7,LAC,2020,Mfiondu Kabengele,/players/k/kabenmf01.html,C,6-9,250,"August 14, 1997",R
8,LAC,2020,Kawhi Leonard,/players/l/leonaka01.html,SF,6-7,225,"June 29, 1991",8
9,LAC,2020,Terance Mann,/players/m/mannte01.html,SF,6-5,215,"October 18, 1996",R
10,LAC,2020,Rodney McGruder,/players/m/mcgruro01.html,SG,6-4,205,"July 29, 1991",3
11,LAC,2020,Marcus Morris,/players/m/morrima03.html,PF,6-8,218,"September 2, 1989",8
12,LAC,2020,Johnathan Motley,/players/m/motlejo01.html,PF,6-8,230,"May 4, 1995",2
13,LAC,2020,Joakim Noah,/players/n/noahjo01.html,C,6-11,230,"February 25, 1985",12
14,LAC,2020,Patrick Patterson,/players/p/pattepa01.html,PF,6-8,235,"March 14, 1989",9
15,LAC,2020,Jerome Robinson,/players/r/robinje01.html,SG,6-4,190,"February 22, 1997",1
16,LAC,2020,Landry Shamet,/players/s/shamela01.html,SG,6-4,190,"March 13, 1997",1
17,LAC,2020,Derrick Walton,/players/w/waltode01.html,PG,6-0,189,"April 3, 1995",1
18,LAC,2020,Lou Williams,/players/w/willilo02.html,PG,6-1,175,"October 27, 1986",14
19,LAC,2020,Ivica Zubac,/players/z/zubaciv01.html,C,7-0,240,"March 18, 1997",3
0,LAL,2020,Kostas Antetokounmpo,/players/a/antetko01.html,PF,6-10,200,"November 20, 1997",1
1,LAL,2020,Avery Bradley,/players/b/bradlav01.html,SG,6-3,180,"November 26, 1990",9
2,LAL,2020,Devontae Cacok,/players/c/cacokde01.html,C,6-7,240,"October 8, 1996",R
